c Pb de flot max
a 769 819 117476 117476
a 769 820 855396 260325
a 770 819 264838 264838
a 770 820 461219 461219
a 770 821 212803 212803
a 771 820 882900 656220
a 771 821 743273 251923
a 771 822 131600 131600
a 772 821 523044 0
a 772 822 852204 687271
a 772 823 533401 533401
a 773 822 411883 411883
a 773 823 179007 179007
a 773 824 127771 127771
a 774 823 694649 69300
a 774 824 558399 558399
a 774 825 947002 947002
a 775 824 308835 0
a 775 825 157155 147440
a 775 826 782619 655719
a 776 825 671981 671981
a 776 826 166086 166086
a 776 827 700310 70977
a 777 826 344347 344347
a 777 827 162776 162776
a 777 828 972085 962615
a 778 827 459401 459401
a 778 828 16968 16968
a 778 829 460294 460294
a 779 828 231134 162594
a 779 829 581221 581221
a 779 830 577769 0
a 780 829 86529 86529
a 780 830 362410 359591
a 780 831 38987 38987
a 781 830 815683 515276
a 781 831 245309 245309
a 781 832 298611 298611
a 782 831 947283 0
a 782 832 284705 0
a 782 833 150815 56603
a 783 832 997035 0
a 783 833 212939 64842
a 783 834 846173 846173
a 784 833 124805 124805
a 784 834 423939 423939
a 784 835 404571 0
a 785 834 588159 588159
a 785 835 732773 640837
a 785 836 78077 35663
a 786 835 370777 370777
a 786 836 921106 921106
a 786 837 244162 244162
a 787 836 587438 0
a 787 837 265452 0
a 787 838 923289 130852
a 788 837 75874 75874
a 788 838 241204 241204
a 788 839 456609 456609
a 789 838 536167 222172
a 789 839 472338 467716
a 789 840 554181 554181
a 790 839 113935 113935
a 790 840 75218 75218
a 790 841 916590 486602
a 791 840 669274 0
a 791 841 890901 0
a 791 842 678250 549177
a 792 841 484236 0
a 792 842 354535 127129
a 792 843 962954 310837
a 793 842 635050 43766
a 793 843 351569 190675
a 793 844 175893 175893
a 794 843 997574 0
a 794 844 992726 0
a 794 845 599831 129285
a 795 844 918496 14966
a 795 845 580884 413915
a 795 846 848956 257733
a 796 845 996572 895229
a 796 846 468012 206158
a 796 847 770061 609950
a 797 846 757086 697400
a 797 847 55449 55449
a 797 848 35512 35512
a 798 847 680374 154367
a 798 848 647675 502205
a 798 849 793067 793067
a 799 848 653334 601516
a 799 849 183841 183841
a 799 850 265404 265404
a 800 849 207514 207514
a 800 850 814128 107396
a 800 851 340622 340622
a 801 850 124103 124103
a 801 851 483401 0
a 801 802 747874 421959
a 802 901 802353 611115
a 802 852 483988 319551
a 802 853 102408 102408
a 803 852 281658 134404
a 803 853 119038 0
a 803 854 970328 922428
a 804 853 973902 549727
a 804 854 116611 116611
a 804 855 963053 653342
a 805 854 90085 90085
a 805 855 35107 35107
a 805 856 60288 60288
a 806 855 939040 0
a 806 856 548030 277790
a 806 857 528299 528299
a 807 856 225452 225452
a 807 857 305115 305115
a 807 858 100100 100100
a 808 857 777315 305604
a 808 858 501841 443153
a 808 859 747774 529523
a 809 858 570381 345483
a 809 859 155174 81924
a 809 860 447966 193709
a 810 859 352137 352137
a 810 860 362688 299649
a 810 861 262093 262093
a 811 860 692758 449418
a 811 861 3142 3142
a 811 862 261845 261845
a 812 861 956983 819385
a 812 862 321846 321846
a 812 863 745833 455024
a 813 862 59390 59390
a 813 863 603504 603504
a 813 864 381222 119141
a 814 863 546069 546069
a 814 864 93757 93757
a 814 865 14184 14184
a 815 864 509122 471600
a 815 865 183841 183841
a 815 866 565642 286943
a 816 865 85761 85761
a 816 866 639232 639232
a 816 867 113672 113672
a 817 866 614060 614060
a 817 867 381035 381035
a 817 868 418786 236781
a 818 867 230511 230511
a 818 868 158349 158349
a 818 869 920626 85923
a 819 868 494636 392614
a 819 869 245082 245082
a 819 870 592152 0
a 820 869 942601 942601
a 820 870 597218 369279
a 820 871 954839 65884
a 821 870 204694 86330
a 821 871 806327 378396
a 821 872 474332 0
a 822 871 982890 592851
a 822 872 763309 423768
a 822 873 796178 214135
a 823 872 728722 503640
a 823 873 339050 34701
a 823 874 916033 243367
a 824 873 626295 0
a 824 874 885118 686170
a 824 875 9789 0
a 825 874 640479 515905
a 825 875 910591 540536
a 825 876 709982 709982
a 826 875 206120 206120
a 826 876 996352 610819
a 826 877 349213 349213
a 827 876 319791 319791
a 827 877 126763 126763
a 827 878 246600 246600
a 828 877 254929 254929
a 828 878 357273 357273
a 828 879 921300 529975
a 829 878 691906 109755
a 829 879 851908 851908
a 829 880 166381 166381
a 830 879 284057 284057
a 830 880 310860 310860
a 830 881 279950 279950
a 831 880 238895 166115
a 831 881 31905 31905
a 831 882 86276 86276
a 832 881 229579 0
a 832 882 14795 0
a 832 883 365936 298611
a 833 882 25756 0
a 833 883 259868 0
a 833 884 704985 246250
a 834 883 941788 865653
a 834 884 886163 886163
a 834 885 106455 106455
a 835 884 467928 467928
a 835 885 526641 526641
a 835 886 17045 17045
a 836 885 177909 177909
a 836 886 249112 249112
a 836 887 529748 529748
a 837 886 43474 0
a 837 887 568903 0
a 837 888 656510 320036
a 838 887 290073 222172
a 838 888 340183 0
a 838 889 530134 372056
a 839 888 211372 107779
a 839 889 32088 32088
a 839 890 898393 898393
a 840 889 894105 104001
a 840 890 316145 316145
a 840 891 209253 209253
a 841 890 174054 174054
a 841 891 71391 71391
a 841 892 241157 241157
a 842 891 776682 0
a 842 892 300969 43766
a 842 893 772303 676306
a 843 892 142617 142617
a 843 893 326724 326724
a 843 894 32171 32171
a 844 893 363954 14966
a 844 894 784863 0
a 844 895 918333 175893
a 845 894 986760 391229
a 845 895 252791 252791
a 845 896 961325 794409
a 846 895 520156 520156
a 846 896 430699 430699
a 846 897 210436 210436
a 847 896 49904 49904
a 847 897 474172 474172
a 847 898 295690 295690
a 848 897 222765 222765
a 848 898 280596 280596
a 848 899 635872 635872
a 849 898 752899 252795
a 849 899 491968 308948
a 849 900 667960 622679
a 850 899 167643 156092
a 850 900 386072 0
a 850 901 500456 340811
a 851 900 893247 45281
a 851 901 76477 0
a 851 852 571846 340622
a 852 951 134404 134404
a 852 902 853158 0
a 852 903 872815 660173
a 853 902 906706 327730
a 853 903 512127 221997
a 853 904 715890 102408
a 854 903 455228 235939
a 854 904 392432 392432
a 854 905 500753 500753
a 855 904 889912 0
a 855 905 379191 0
a 855 906 753543 688449
a 856 905 851236 177012
a 856 906 415698 0
a 856 907 700593 386518
a 857 906 578024 241751
a 857 907 465601 206150
a 857 908 691117 691117
a 858 907 390065 390065
a 858 908 204718 204718
a 858 909 971712 293953
a 859 908 25937 25937
a 859 909 473968 473968
a 859 910 463679 463679
a 860 909 210248 210248
a 860 910 641610 366426
a 860 911 366102 366102
a 861 910 710703 107184
a 861 911 534857 534857
a 861 912 442579 442579
a 862 911 282548 141040
a 862 912 185612 185612
a 862 913 812088 316429
a 863 912 671714 671714
a 863 913 608669 608669
a 863 914 324214 324214
a 864 913 387604 387604
a 864 914 63897 63897
a 864 915 232997 232997
a 865 914 404708 0
a 865 915 470160 155247
a 865 916 128539 128539
a 866 915 158250 158250
a 866 916 837748 837748
a 866 917 544237 544237
a 867 916 375194 0
a 867 917 415771 199029
a 867 918 526189 526189
a 868 917 66310 66310
a 868 918 322187 322187
a 868 919 730906 399247
a 869 918 38022 38022
a 869 919 864475 514359
a 869 920 721225 721225
a 870 919 18052 18052
a 870 920 74722 74722
a 870 921 362835 362835
a 871 920 384154 384154
a 871 921 301776 301776
a 871 922 414043 351201
a 872 921 826732 826732
a 872 922 100676 100676
a 872 923 116006 0
a 873 922 155171 155171
a 873 923 772389 0
a 873 924 724674 93665
a 874 923 995737 769098
a 874 924 676344 676344
a 874 925 304922 0
a 875 924 228733 228733
a 875 925 81051 0
a 875 926 775082 517923
a 876 925 873624 788463
a 876 926 239300 239300
a 876 927 612829 612829
a 877 926 417860 291135
a 877 927 130846 130846
a 877 928 544951 308924
a 878 927 460400 0
a 878 928 197155 78383
a 878 929 867137 635245
a 879 928 707658 707658
a 879 929 235176 235176
a 879 930 731612 723106
a 880 929 428882 67443
a 880 930 253228 253228
a 880 931 322685 322685
a 881 930 791716 0
a 881 931 153733 0
a 881 932 624461 311855
a 882 931 722110 0
a 882 932 496816 0
a 882 933 725136 86276
a 883 932 838115 498402
a 883 933 651986 651986
a 883 934 13876 13876
a 884 933 562789 262399
a 884 934 647722 647722
a 884 935 690220 690220
a 885 934 384062 17726
a 885 935 392807 39735
a 885 936 771270 753544
a 886 935 159143 0
a 886 936 266430 0
a 886 937 526922 266157
a 887 936 288323 222172
a 887 937 684289 0
a 887 938 657767 529748
a 888 937 349625 63327
a 888 938 661040 0
a 888 939 371273 364488
a 889 938 733114 16647
a 889 939 368697 368697
a 889 940 122801 122801
a 890 939 464725 0
a 890 940 797579 496212
a 890 941 892380 892380
a 891 940 303761 128886
a 891 941 105646 105646
a 891 942 46112 46112
a 892 941 928221 0
a 892 942 344108 43766
a 892 943 542927 383774
a 893 942 169708 169708
a 893 943 182222 182222
a 893 944 711264 666066
a 894 943 699936 91552
a 894 944 261362 0
a 894 945 358986 331848
a 895 944 390155 0
a 895 945 645424 314658
a 895 946 751792 634182
a 896 945 677776 677776
a 896 946 320918 142516
a 896 947 534573 454720
a 897 946 721049 624786
a 897 947 125593 125593
a 897 948 218861 156994
a 898 947 378815 252795
a 898 948 475217 180034
a 898 949 396252 396252
a 899 948 750088 156092
a 899 949 208330 179871
a 899 950 764949 764949
a 900 949 872888 399675
a 900 950 189406 189406
a 900 951 78879 78879
a 901 950 765267 346625
a 901 951 493167 264490
a 901 902 700876 340811
a 902 1001 327730 327730
a 902 952 937739 295828
a 902 953 44983 44983
a 903 952 387008 338608
a 903 953 623799 552296
a 903 954 227205 227205
a 904 953 98271 0
a 904 954 323734 6274
a 904 955 488566 488566
a 905 954 973608 152326
a 905 955 230240 24686
a 905 956 650341 500753
a 906 955 241751 241751
a 906 956 424367 200838
a 906 957 487611 487611
a 907 956 776323 370971
a 907 957 145416 145416
a 907 958 613203 466346
a 908 957 511535 276419
a 908 958 40582 40582
a 908 959 604771 604771
a 909 958 907787 618372
a 909 959 307021 30344
a 909 960 329453 329453
a 910 959 672735 504283
a 910 960 179908 179908
a 910 961 518858 253098
a 911 960 267965 265793
a 911 961 461526 247830
a 911 962 528376 528376
a 912 961 968840 528183
a 912 962 305607 305607
a 912 963 466115 466115
a 913 962 13823 13823
a 913 963 692614 692614
a 913 964 606265 606265
a 914 963 241027 0
a 914 964 790885 0
a 914 965 446350 388111
a 915 964 245944 0
a 915 965 764492 353553
a 915 966 192941 192941
a 916 965 412637 0
a 916 966 522595 348980
a 916 967 617307 617307
a 917 966 900247 59695
a 917 967 298917 257902
a 917 968 762722 491979
a 918 967 29801 29801
a 918 968 810452 530061
a 918 969 803304 326536
a 919 968 150923 150923
a 919 969 718238 718238
a 919 970 110324 62497
a 920 969 480375 85624
a 920 970 907324 287893
a 920 971 806584 806584
a 921 970 999233 657150
a 921 971 175288 175288
a 921 972 784461 658905
a 922 971 43960 43960
a 922 972 660479 563088
a 922 973 606420 0
a 923 972 26426 26426
a 923 973 674301 443639
a 923 974 299033 299033
a 924 973 632690 567063
a 924 974 431679 431679
a 924 975 606269 0
a 925 974 79039 79039
a 925 975 193975 193975
a 925 976 887113 515449
a 926 975 788331 395285
a 926 976 606611 334777
a 926 977 409707 318296
a 927 976 405638 340806
a 927 977 23209 23209
a 927 978 708623 379660
a 928 977 168359 168359
a 928 978 569361 569361
a 928 979 519074 357245
a 929 978 488014 488014
a 929 979 720283 212539
a 929 980 237311 237311
a 930 979 114690 114690
a 930 980 200658 200658
a 930 981 660986 660986
a 931 980 437625 0
a 931 981 716242 0
a 931 982 836273 322685
a 932 981 222085 0
a 932 982 760201 313505
a 932 983 496752 496752
a 933 982 828504 0
a 933 983 786627 313257
a 933 984 687404 687404
a 934 983 643889 17726
a 934 984 935668 542515
a 934 985 119083 119083
a 935 984 250157 0
a 935 985 531059 416898
a 935 986 313057 313057
a 936 985 653621 341748
a 936 986 319389 319389
a 936 987 436019 314579
a 937 986 63327 63327
a 937 987 725026 239972
a 937 988 459227 26185
a 938 987 288302 108071
a 938 988 409737 409737
a 938 989 28587 28587
a 939 988 807375 53862
a 939 989 414102 414102
a 939 990 265221 265221
a 940 989 561038 90222
a 940 990 528791 528791
a 940 991 465878 128886
a 941 990 222023 84536
a 941 991 966415 731371
a 941 992 182119 182119
a 942 991 574648 0
a 942 992 704852 0
a 942 993 458672 259586
a 943 992 587751 362543
a 943 993 49707 49707
a 943 994 245298 245298
a 944 993 275154 275154
a 944 994 209947 209947
a 944 995 180965 180965
a 945 994 910588 465245
a 945 995 976456 630662
a 945 996 228375 228375
a 946 995 223644 223644
a 946 996 630076 630076
a 946 997 547764 547764
a 947 996 176014 176014
a 947 997 209755 209755
a 947 998 789141 447339
a 948 997 151592 151592
a 948 998 498056 142651
a 948 999 198877 198877
a 949 998 180178 57389
a 949 999 305430 305430
a 949 1000 612979 612979
a 950 999 961751 346625
a 950 1000 382819 296234
a 950 1001 658121 658121
a 951 1000 427628 333934
a 951 1001 604842 64960
a 951 952 140888 78879
a 952 1051 609747 338608
a 952 1002 695841 0
a 952 1003 845739 374707
a 953 1002 68418 0
a 953 1003 283591 185482
a 953 1004 411797 411797
a 954 1003 830067 152326
a 954 1004 558744 0
a 954 1005 621744 233479
a 955 1004 527383 266437
a 955 1005 469332 0
a 955 1006 598199 488566
a 956 1005 755758 634961
a 956 1006 209327 209327
a 956 1007 228274 228274
a 957 1006 819873 230182
a 957 1007 385341 241236
a 957 1008 438028 438028
a 958 1007 609013 609013
a 958 1008 536932 63852
a 958 1009 452435 452435
a 959 1008 324242 324242
a 959 1009 233462 84651
a 959 1010 757865 730505
a 960 1009 937220 25186
a 960 1010 195212 92933
a 960 1011 657035 657035
a 961 1010 111692 111692
a 961 1011 139191 139191
a 961 1012 778228 778228
a 962 1011 252579 146574
a 962 1012 265289 227164
a 962 1013 474068 474068
a 963 1012 614669 58977
a 963 1013 850058 342094
a 963 1014 757658 757658
a 964 1013 26466 0
a 964 1014 680124 0
a 964 1015 832754 606265
a 965 1014 648209 0
a 965 1015 723859 0
a 965 1016 818437 741664
a 966 1015 762759 59695
a 966 1016 995968 514158
a 966 1017 27763 27763
a 967 1016 991032 76301
a 967 1017 815840 0
a 967 1018 929455 828709
a 968 1017 945412 601977
a 968 1018 424852 424852
a 968 1019 982739 146134
a 969 1018 397846 397846
a 969 1019 749093 0
a 969 1020 732552 732552
a 970 1019 672062 360761
a 970 1020 202664 202664
a 970 1021 444115 444115
a 971 1020 329097 303223
a 971 1021 314356 314356
a 971 1022 583305 408253
a 972 1021 623676 623676
a 972 1022 83286 83286
a 972 1023 848594 541457
a 973 1022 97744 97744
a 973 1023 697955 697955
a 973 1024 215003 215003
a 974 1023 371753 61990
a 974 1024 724420 724420
a 974 1025 895127 23341
a 975 1024 204506 204506
a 975 1025 888980 249417
a 975 1026 135337 135337
a 976 1025 539294 539294
a 976 1026 651738 651738
a 976 1027 131304 0
a 977 1026 83409 83409
a 977 1027 159121 43705
a 977 1028 947143 382750
a 978 1027 529215 444157
a 978 1028 104532 104532
a 978 1029 888346 888346
a 979 1028 511953 511953
a 979 1029 18730 18730
a 979 1030 153791 153791
a 980 1029 760856 0
a 980 1030 207143 0
a 980 1031 872806 437969
a 981 1030 204970 0
a 981 1031 52591 0
a 981 1032 703513 660986
a 982 1031 304627 0
a 982 1032 676267 623868
a 982 1033 786799 12322
a 983 1032 669572 17726
a 983 1033 774010 325256
a 983 1034 484753 484753
a 984 1033 884574 458752
a 984 1034 145762 145762
a 984 1035 725524 625405
a 985 1034 296052 204446
a 985 1035 866620 58780
a 985 1036 614503 614503
a 986 1035 431388 0
a 986 1036 405913 63327
a 986 1037 782592 632446
a 987 1036 562691 562691
a 987 1037 5673 5673
a 987 1038 941712 94258
a 988 1037 26185 26185
a 988 1038 534888 324893
a 988 1039 562596 138706
a 989 1038 430883 388394
a 989 1039 46840 46840
a 989 1040 97677 97677
a 990 1039 584673 249681
a 990 1040 324048 324048
a 990 1041 304819 304819
a 991 1040 457478 457478
a 991 1041 45369 45369
a 991 1042 357410 357410
a 992 1041 160991 160991
a 992 1042 349995 349995
a 992 1043 33676 33676
a 993 1042 464141 58732
a 993 1043 535918 201678
a 993 1044 324037 324037
a 994 1043 465245 465245
a 994 1044 420492 0
a 994 1045 469798 455245
a 995 1044 190768 65513
a 995 1045 232895 128858
a 995 1046 852769 840900
a 996 1045 321622 217388
a 996 1046 180635 180635
a 996 1047 775034 636442
a 997 1046 104213 104213
a 997 1047 259677 118084
a 997 1048 780706 686814
a 998 1047 45924 45924
a 998 1048 285862 285862
a 998 1049 315593 315593
a 999 1048 124871 124871
a 999 1049 716744 122339
a 999 1050 878785 603722
a 1000 1049 222547 222547
a 1000 1050 817768 817768
a 1000 1051 202832 202832
a 1001 1050 527366 527366
a 1001 1051 275245 275245
a 1001 1002 248200 248200
a 1002 1101 401127 0
a 1002 1052 952587 0
a 1002 1053 598195 248200
a 1003 1052 434802 152326
a 1003 1053 933079 0
a 1003 1054 650464 560189
a 1004 1053 758838 266437
a 1004 1054 398323 0
a 1004 1055 587307 411797
a 1005 1054 744987 221199
a 1005 1055 589090 132943
a 1005 1056 820202 514298
a 1006 1055 597756 230182
a 1006 1056 910711 697057
a 1006 1057 836 836
a 1007 1056 889141 754902
a 1007 1057 531275 63109
a 1007 1058 260512 260512
a 1008 1057 669846 669846
a 1008 1058 93551 93551
a 1008 1059 62725 62725
a 1009 1058 985439 48031
a 1009 1059 218421 218421
a 1009 1060 295820 295820
a 1010 1059 380575 380575
a 1010 1060 440968 440968
a 1010 1061 113587 113587
a 1011 1060 583406 318002
a 1011 1061 968333 268557
a 1011 1062 905184 356241
a 1012 1061 831605 730996
a 1012 1062 369459 80275
a 1012 1063 857770 253098
a 1013 1062 946151 490222
a 1013 1063 320612 114891
a 1013 1064 790849 211049
a 1014 1063 596615 327766
a 1014 1064 595801 114843
a 1014 1065 705523 315049
a 1015 1064 700273 59695
a 1015 1065 340787 311652
a 1015 1066 294613 294613
a 1016 1065 520474 306229
a 1016 1066 454894 454894
a 1016 1067 721675 571000
a 1017 1066 37661 37661
a 1017 1067 344034 344034
a 1017 1068 769302 248045
a 1018 1067 814525 814525
a 1018 1068 530232 0
a 1018 1069 862852 836882
a 1019 1068 393601 393601
a 1019 1069 32022 32022
a 1019 1070 81272 81272
a 1020 1069 689421 303604
a 1020 1070 412596 412596
a 1020 1071 522239 522239
a 1021 1070 803007 379223
a 1021 1071 996001 996001
a 1021 1072 6923 6923
a 1022 1071 224542 224542
a 1022 1072 343957 141440
a 1022 1073 892733 223301
a 1023 1072 82312 82312
a 1023 1073 806460 806460
a 1023 1074 729696 412630
a 1024 1073 389512 28729
a 1024 1074 919426 919426
a 1024 1075 325496 195774
a 1025 1074 95034 95034
a 1025 1075 619698 619698
a 1025 1076 666283 97320
a 1026 1075 905998 135337
a 1026 1076 656524 324790
a 1026 1077 637528 410357
a 1027 1076 144025 144025
a 1027 1077 210536 210536
a 1027 1078 497914 133301
a 1028 1077 429678 429678
a 1028 1078 541412 541412
a 1028 1079 28145 28145
a 1029 1078 292529 170554
a 1029 1079 935013 676356
a 1029 1080 60166 60166
a 1030 1079 373800 0
a 1030 1080 140785 0
a 1030 1081 989113 153791
a 1031 1080 412391 0
a 1031 1081 460143 437969
a 1031 1082 501465 0
a 1032 1081 935665 364182
a 1032 1082 684685 92977
a 1032 1083 845421 845421
a 1033 1082 344750 344750
a 1033 1083 283348 283348
a 1033 1084 168232 168232
a 1034 1083 74445 74445
a 1034 1084 672859 672859
a 1034 1085 87657 87657
a 1035 1084 399941 399941
a 1035 1085 284244 284244
a 1035 1086 223707 0
a 1036 1085 582575 118514
a 1036 1086 706594 432001
a 1036 1087 880230 690006
a 1037 1086 736454 297334
a 1037 1087 366970 366970
a 1037 1088 90765 0
a 1038 1087 234367 234367
a 1038 1088 796647 424649
a 1038 1089 148529 148529
a 1039 1088 262511 262511
a 1039 1089 89175 89175
a 1039 1090 83541 83541
a 1040 1089 839028 0
a 1040 1090 979326 654878
a 1040 1091 224325 224325
a 1041 1090 828140 0
a 1041 1091 908068 310360
a 1041 1092 200819 200819
a 1042 1091 329604 58732
a 1042 1092 843733 0
a 1042 1093 885503 707405
a 1043 1092 691377 478805
a 1043 1093 188482 66504
a 1043 1094 168850 155290
a 1044 1093 859608 65513
a 1044 1094 262926 0
a 1044 1095 358060 324037
a 1045 1094 463617 463617
a 1045 1095 179218 179218
a 1045 1096 158656 158656
a 1046 1095 687323 638156
a 1046 1096 761792 407262
a 1046 1097 865249 80330
a 1047 1096 83904 83904
a 1047 1097 498246 106568
a 1047 1098 748570 609978
a 1048 1097 691020 691020
a 1048 1098 248964 248964
a 1048 1099 545216 157563
a 1049 1098 839548 319291
a 1049 1099 511475 190446
a 1049 1100 150742 150742
a 1050 1099 923088 603492
a 1050 1100 866854 786179
a 1050 1101 646419 559185
a 1051 1100 663764 338608
a 1051 1101 211346 0
a 1051 1052 554487 478077
a 1052 1151 864583 174883
a 1052 1102 57301 57301
a 1052 1103 398219 398219
a 1053 1102 266437 266437
a 1053 1103 748677 145148
a 1053 1104 103052 103052
a 1054 1103 435287 290774
a 1054 1104 124637 124637
a 1054 1105 365977 365977
a 1055 1104 793346 125122
a 1055 1105 588253 588253
a 1055 1106 61547 61547
a 1056 1105 468353 468353
a 1056 1106 791927 674566
a 1056 1107 823338 823338
a 1057 1106 333601 333601
a 1057 1107 875830 0
a 1057 1108 837935 400190
a 1058 1107 598522 18680
a 1058 1108 566849 296515
a 1058 1109 86899 86899
a 1059 1108 660089 474600
a 1059 1109 922749 72396
a 1059 1110 114725 114725
a 1060 1109 327182 273242
a 1060 1110 362188 283618
a 1060 1111 497930 497930
a 1061 1110 973601 973601
a 1061 1111 25952 25952
a 1061 1112 709275 113587
a 1062 1111 528087 528087
a 1062 1112 406886 277517
a 1062 1113 766576 121134
a 1063 1112 442657 442657
a 1063 1113 673322 221494
a 1063 1114 31604 31604
a 1064 1113 545708 65930
a 1064 1114 108608 108608
a 1064 1115 672592 211049
a 1065 1114 428036 428036
a 1065 1115 418306 151073
a 1065 1116 777196 353821
a 1066 1115 489582 158480
a 1066 1116 886658 489316
a 1066 1117 569122 139372
a 1067 1116 829272 829272
a 1067 1117 736611 534969
a 1067 1118 961303 365318
a 1068 1117 183558 183558
a 1068 1118 851484 413584
a 1068 1119 44504 44504
a 1069 1118 786808 614729
a 1069 1119 511573 511573
a 1069 1120 967252 46206
a 1070 1119 417884 374745
a 1070 1120 838754 364794
a 1070 1121 329439 133552
a 1071 1120 915814 784819
a 1071 1121 328706 328706
a 1071 1122 871742 629257
a 1072 1121 141440 141440
a 1072 1122 373144 0
a 1072 1123 278627 89235
a 1073 1122 908015 74378
a 1073 1123 815800 792775
a 1073 1124 468301 191337
a 1074 1123 455971 455971
a 1074 1124 877859 877859
a 1074 1125 93260 93260
a 1075 1124 128562 128562
a 1075 1125 822247 822247
a 1075 1126 27917 0
a 1076 1125 422110 422110
a 1076 1126 828180 144025
a 1076 1127 914575 0
a 1077 1126 991231 715426
a 1077 1127 657451 277628
a 1077 1128 167537 57517
a 1078 1127 468886 468886
a 1078 1128 357361 357361
a 1078 1129 19020 19020
a 1079 1128 513389 513389
a 1079 1129 144168 144168
a 1079 1130 46944 46944
a 1080 1129 480640 0
a 1080 1130 78404 0
a 1080 1131 402050 60166
a 1081 1130 326430 0
a 1081 1131 994217 225187
a 1081 1132 730755 730755
a 1082 1131 198172 198172
a 1082 1132 135656 135656
a 1082 1133 103899 103899
a 1083 1132 993150 207141
a 1083 1133 560023 560023
a 1083 1134 436050 436050
a 1084 1133 461450 394778
a 1084 1134 15993 15993
a 1084 1135 830261 830261
a 1085 1134 71062 0
a 1085 1135 660906 25163
a 1085 1136 652507 465252
a 1086 1135 98978 98978
a 1086 1136 83015 83015
a 1086 1137 997038 547342
a 1087 1136 529904 529904
a 1087 1137 590598 590598
a 1087 1138 170841 170841
a 1088 1137 213792 213792
a 1088 1138 59483 59483
a 1088 1139 528201 413885
a 1089 1138 749164 0
a 1089 1139 89223 48984
a 1089 1140 188720 188720
a 1090 1139 796107 385082
a 1090 1140 86214 86214
a 1090 1141 267123 267123
a 1091 1140 198156 150284
a 1091 1141 412643 0
a 1091 1142 777691 443133
a 1092 1141 445263 384595
a 1092 1142 127166 94210
a 1092 1143 913347 200819
a 1093 1142 65513 65513
a 1093 1143 120316 0
a 1093 1144 989721 773909
a 1094 1143 501562 350776
a 1094 1144 98117 0
a 1094 1145 522065 268131
a 1095 1144 848174 437355
a 1095 1145 685530 521086
a 1095 1146 182970 182970
a 1096 1145 17032 17032
a 1096 1146 784508 474134
a 1096 1147 782337 158656
a 1097 1146 14070 14070
a 1097 1147 830763 141826
a 1097 1148 889286 722022
a 1098 1147 184910 184910
a 1098 1148 44555 44555
a 1098 1149 948768 948768
a 1099 1148 713110 241434
a 1099 1149 793718 155725
a 1099 1150 554342 554342
a 1100 1149 418181 323244
a 1100 1150 589824 311730
a 1100 1151 640555 640555
a 1101 1150 201656 201656
a 1101 1151 304332 304332
a 1101 1102 53197 53197
a 1102 1201 979346 266437
a 1102 1152 265946 0
a 1102 1153 696715 110498
a 1103 1152 409044 221199
a 1103 1153 331458 279560
a 1103 1154 333382 333382
a 1104 1153 398764 0
a 1104 1154 349371 125122
a 1104 1155 947850 227689
a 1105 1154 920828 591658
a 1105 1155 197545 197545
a 1105 1156 633380 633380
a 1106 1155 620150 620150
a 1106 1156 214576 0
a 1106 1157 934239 449564
a 1107 1156 918838 18680
a 1107 1157 228645 58337
a 1107 1158 765001 765001
a 1108 1157 808123 88949
a 1108 1158 929906 573676
a 1108 1159 809555 508680
a 1109 1158 273242 273242
a 1109 1159 159367 39671
a 1109 1160 119624 119624
a 1110 1159 827583 568596
a 1110 1160 577548 577548
a 1110 1161 225800 225800
a 1111 1160 468137 468137
a 1111 1161 295555 295555
a 1111 1162 530131 288277
a 1112 1161 37685 37685
a 1112 1162 274900 0
a 1112 1163 796076 796076
a 1113 1162 250751 80729
a 1113 1163 200296 200296
a 1113 1164 127533 127533
a 1114 1163 584132 157206
a 1114 1164 599059 0
a 1114 1165 476903 411042
a 1115 1164 531982 293564
a 1115 1165 36239 36239
a 1115 1166 190799 190799
a 1116 1165 681713 681713
a 1116 1166 172740 172740
a 1116 1167 921727 817956
a 1117 1166 615951 615951
a 1117 1167 91577 91577
a 1117 1168 150371 150371
a 1118 1167 380951 380951
a 1118 1168 416051 416051
a 1118 1169 596629 596629
a 1119 1168 706858 0
a 1119 1169 689292 174827
a 1119 1170 755995 755995
a 1120 1169 826481 826481
a 1120 1170 33226 33226
a 1120 1171 849894 336112
a 1121 1170 52280 52280
a 1121 1171 501362 405970
a 1121 1172 145448 145448
a 1122 1171 98762 98762
a 1122 1172 55398 55398
a 1122 1173 936700 549475
a 1123 1172 894837 894837
a 1123 1173 306149 306149
a 1123 1174 136995 136995
a 1124 1173 538721 538721
a 1124 1174 406632 406632
a 1124 1175 252405 252405
a 1125 1174 531976 110361
a 1125 1175 938613 938613
a 1125 1176 288643 288643
a 1126 1175 239126 239126
a 1126 1176 620325 620325
a 1126 1177 977734 0
a 1127 1176 160852 160852
a 1127 1177 752627 0
a 1127 1178 585662 585662
a 1128 1177 827575 792977
a 1128 1178 133578 133578
a 1128 1179 1712 1712
a 1129 1178 424203 0
a 1129 1179 356787 0
a 1129 1180 207355 163188
a 1130 1179 180197 0
a 1130 1180 183267 0
a 1130 1181 240580 46944
a 1131 1180 546443 0
a 1131 1181 751899 225232
a 1131 1182 258293 258293
a 1132 1181 208242 0
a 1132 1182 850660 243509
a 1132 1183 830043 830043
a 1133 1182 144941 144308
a 1133 1183 261849 261849
a 1133 1184 652543 652543
a 1134 1183 281935 75948
a 1134 1184 316921 316921
